Country,Year,Population(Million)
EST,1971,1.376955
EST,1972,1.392518
EST,1973,1.405951
EST,1974,1.418169
EST,1975,1.429352
EST,1976,1.439576
EST,1977,1.450211
EST,1978,1.460188
EST,1979,1.468333
EST,1980,1.477219
EST,1981,1.487666
EST,1982,1.498414
EST,1983,1.508745
EST,1984,1.518617
EST,1985,1.528781
EST,1986,1.54019
EST,1987,1.552221
EST,1988,1.5619
EST,1989,1.568131
EST,1990,1.569174
EST,1991,1.561314
EST,1992,1.533091
EST,1993,1.494128
EST,1994,1.462514
EST,1995,1.436634
EST,1996,1.415594
EST,1997,1.399535
EST,1998,1.386156
EST,1999,1.375654
EST,2000,1.396985
EST,2001,1.388115
EST,2002,1.37935
EST,2003,1.37072
EST,2004,1.36255
EST,2005,1.354775
EST,2006,1.34681
EST,2007,1.34068
EST,2008,1.33709
EST,2009,1.334515
EST,2010,1.331475
EST,2011,1.327439
EST,2012,1.322696
EST,2013,1.317997
EST,2014,1.314545
EST,2015,1.314608
EST,2016,1.31579
EST,2017,1.317384
EST,2018,1.321977
EST,2019,1.326855
EST,2020,1.329479
EST,2021,1.330932
EST,2022,1.34884
ISR,1950,1.103
ISR,1951,1.324
ISR,1952,1.4298
ISR,1953,1.4677
ISR,1954,1.5006
ISR,1955,1.5553
ISR,1956,1.6263
ISR,1957,1.7212
ISR,1958,1.7827
ISR,1959,1.8362
ISR,1960,2.1504
ISR,1961,2.2342
ISR,1962,2.3318
ISR,1963,2.4301
ISR,1964,2.5256
ISR,1965,2.5984
ISR,1966,2.6574
ISR,1967,2.708
ISR,1968,2.8067
ISR,1969,2.8791
ISR,1970,2.9582
ISR,1971,3.0456
ISR,1972,3.225
ISR,1973,3.2779
ISR,1974,3.3772
ISR,1975,3.4553
ISR,1976,3.5331
ISR,1977,3.613
ISR,1978,3.6926
ISR,1979,3.7864
ISR,1980,3.8777
ISR,1981,3.9498
ISR,1982,4.0207
ISR,1983,4.1061
ISR,1984,4.1591
ISR,1985,4.233
ISR,1986,4.2988
ISR,1987,4.3689
ISR,1988,4.4417
ISR,1989,4.5182
ISR,1990,4.6602
ISR,1991,4.9491
ISR,1992,5.1235
ISR,1993,5.2614
ISR,1994,5.3993
ISR,1995,5.5449
ISR,1996,5.6851
ISR,1997,5.8289
ISR,1998,5.9707
ISR,1999,6.1253
ISR,2000,6.2892
ISR,2001,6.439037
ISR,2002,6.569957
ISR,2003,6.689748
ISR,2004,6.808969
ISR,2005,6.930128
ISR,2006,7.053707
ISR,2007,7.18016
ISR,2008,7.331353
ISR,2009,7.485565
ISR,2010,7.623561
ISR,2011,7.765832
ISR,2012,7.910525
ISR,2013,8.059456
ISR,2014,8.215668
ISR,2015,8.380149
ISR,2016,8.546009
ISR,2017,8.713268
ISR,2018,8.882764
ISR,2019,9.054026
ISR,2020,9.215113
ISR,2021,9.3714
ISR,2022,9.5286
SVN,1950,1.466881
SVN,1951,1.480245
SVN,1952,1.49355
SVN,1953,1.508428
SVN,1954,1.521485
SVN,1955,1.533998
SVN,1956,1.545591
SVN,1957,1.556521
SVN,1958,1.566979
SVN,1959,1.576204
SVN,1960,1.580145
SVN,1961,1.59545
SVN,1962,1.60498
SVN,1963,1.614414
SVN,1964,1.630553
SVN,1965,1.650413
SVN,1966,1.669606
SVN,1967,1.690939
SVN,1968,1.703708
SVN,1969,1.714022
SVN,1970,1.726513
SVN,1971,1.729941
SVN,1972,1.741343
SVN,1973,1.753296
SVN,1974,1.76604
SVN,1975,1.778454
SVN,1976,1.786977
SVN,1977,1.799384
SVN,1978,1.810997
SVN,1979,1.824001
SVN,1980,1.884477
SVN,1981,1.896133
SVN,1982,1.910335
SVN,1983,1.922322
SVN,1984,1.932154
SVN,1985,1.94164
SVN,1986,1.980718
SVN,1987,1.989462
SVN,1988,1.999988
SVN,1989,1.999404
SVN,1990,1.99809
SVN,1991,2.001768
SVN,1992,1.995832
SVN,1993,1.990623
SVN,1994,1.98885
SVN,1995,1.987505
SVN,1996,1.991169
SVN,1997,1.986848
SVN,1998,1.982603
SVN,1999,1.985557
SVN,2000,1.990272
SVN,2001,1.992035
SVN,2002,1.995718
SVN,2003,1.996773
SVN,2004,1.997004
SVN,2005,2.001114
SVN,2006,2.008516
SVN,2007,2.019406
SVN,2008,2.022629
SVN,2009,2.042335
SVN,2010,2.049261
SVN,2011,2.052496
SVN,2012,2.056262
SVN,2013,2.059114
SVN,2014,2.061623
SVN,2015,2.063077
SVN,2016,2.064241
SVN,2017,2.066161
SVN,2018,2.07005
SVN,2019,2.08931
SVN,2020,2.100126
SVN,2021,2.107007
SVN,2022,2.108732
OECD,1950,710.30005
OECD,1951,717.461427
OECD,1952,727.110715
OECD,1953,736.710298
OECD,1954,746.675439
OECD,1955,757.022351
OECD,1956,767.074071
OECD,1957,777.457957
OECD,1958,788.377668
OECD,1959,799.53574
OECD,1960,809.933006
OECD,1961,821.384702
OECD,1962,833.309014
OECD,1963,844.949514
OECD,1964,856.464193
OECD,1965,867.666744
OECD,1966,877.996987
OECD,1967,888.528251
OECD,1968,898.849758
OECD,1969,909.193537
OECD,1970,919.099638
OECD,1971,930.101481
OECD,1972,941.0582905
OECD,1973,951.4925585
OECD,1974,961.7083895
OECD,1975,971.751673
OECD,1976,981.113761
OECD,1977,990.4513405
OECD,1978,999.8604505
OECD,1979,1009.3389005
OECD,1980,1018.755213
OECD,1981,1028.194025
OECD,1982,1037.2897005
OECD,1983,1046.032169
OECD,1984,1054.464723
OECD,1985,1062.983046
OECD,1986,1071.6008125
OECD,1987,1080.0315615
OECD,1988,1088.656328
OECD,1989,1097.677794
OECD,1990,1107.187515
OECD,1991,1119.008706
OECD,1992,1129.5149585
OECD,1993,1139.3463165
OECD,1994,1148.565794
OECD,1995,1157.564904
OECD,1996,1166.4136255
OECD,1997,1175.226289
OECD,1998,1183.677959
OECD,1999,1192.153433
OECD,2000,1200.9353305
OECD,2001,1209.615142
OECD,2002,1218.409936
OECD,2003,1227.092276
OECD,2004,1235.810451
OECD,2005,1244.748629
OECD,2006,1253.928808
OECD,2007,1263.746034
OECD,2008,1273.8418615
OECD,2009,1283.0477685
OECD,2010,1292.202158
OECD,2011,1298.8689395
OECD,2012,1306.71577343051
OECD,2013,1314.18138414141
OECD,2014,1322.34169743384
OECD,2015,1330.54259381347
OECD,2016,1339.07616595222
OECD,2017,1346.87602009332
OECD,2018,1354.85545345767
OECD,2019,1363.02265264722
OECD,2020,1371.22816721647
OECD,2021,1374.08414297092
OECD,2022,1380.19771417081
LVA,1950,1.922526
LVA,1951,1.944994
LVA,1952,1.967168
LVA,1953,1.988465
LVA,1954,2.010068
LVA,1955,2.032505
LVA,1956,2.054639
LVA,1957,2.077357
LVA,1958,2.101582
LVA,1959,2.127087
LVA,1960,2.154248
LVA,1961,2.182714
LVA,1962,2.210148
LVA,1963,2.23642
LVA,1964,2.262863
LVA,1965,2.287807
LVA,1966,2.310939
LVA,1967,2.333505
LVA,1968,2.355481
LVA,1969,2.376683
LVA,1970,2.359164
LVA,1971,2.376389
LVA,1972,2.395674
LVA,1973,2.415819
LVA,1974,2.437186
LVA,1975,2.45613
LVA,1976,2.470989
LVA,1977,2.485073
LVA,1978,2.497921
LVA,1979,2.505953
LVA,1980,2.511701
LVA,1981,2.519421
LVA,1982,2.53108
LVA,1983,2.546011
LVA,1984,2.562047
LVA,1985,2.578873
LVA,1986,2.599892
LVA,1987,2.626583
LVA,1988,2.653434
LVA,1989,2.666955
LVA,1990,2.663146
LVA,1991,2.650581
LVA,1992,2.614338
LVA,1993,2.563289
LVA,1994,2.520742
LVA,1995,2.485054
LVA,1996,2.457226
LVA,1997,2.432851
LVA,1998,2.410027
LVA,1999,2.390477
LVA,2000,2.367549
LVA,2001,2.337172
LVA,2002,2.310176
LVA,2003,2.287955
LVA,2004,2.263123
LVA,2005,2.238799
LVA,2006,2.218351
LVA,2007,2.200325
LVA,2008,2.177324
LVA,2009,2.141668
LVA,2010,2.097553
LVA,2011,2.05971
LVA,2012,2.034324
LVA,2013,2.012647
LVA,2014,1.993785
LVA,2015,1.977523
LVA,2016,1.959535
LVA,2017,1.942247
LVA,2018,1.92717
LVA,2019,1.913826
LVA,2020,1.900448
LVA,2021,1.884488
LVA,2022,1.879374
CRI,1950,0.868934
CRI,1951,0.89763
CRI,1952,0.929173
CRI,1953,0.962485
CRI,1954,0.997535
CRI,1955,1.035424
CRI,1956,1.075192
CRI,1957,1.117281
CRI,1958,1.15977
CRI,1959,1.204553
CRI,1960,1.251508
CRI,1961,1.301084
CRI,1962,1.352695
CRI,1963,1.403804
CRI,1964,1.455625
CRI,1965,1.507565
CRI,1966,1.559922
CRI,1967,1.612363
CRI,1968,1.664202
CRI,1969,1.715441
CRI,1970,1.763665
CRI,1971,1.812029
CRI,1972,1.860528
CRI,1973,1.909614
CRI,1974,1.959976
CRI,1975,2.009819
CRI,1976,2.06332
CRI,1977,2.11779
CRI,1978,2.177452
CRI,1979,2.23989
CRI,1980,2.304094
CRI,1981,2.37006
CRI,1982,2.437231
CRI,1983,2.505453
CRI,1984,2.573769
CRI,1985,2.646142
CRI,1986,2.726063
CRI,1987,2.804079
CRI,1988,2.878888
CRI,1989,2.955335
CRI,1990,3.029336
CRI,1991,3.101536
CRI,1992,3.170537
CRI,1993,3.239868
CRI,1994,3.334223
CRI,1995,3.428278
CRI,1996,3.520866
CRI,1997,3.611224
CRI,1998,3.699939
CRI,1999,3.786841
CRI,2000,3.872349
CRI,2001,3.953393
CRI,2002,4.022431
CRI,2003,4.086405
CRI,2004,4.151823
CRI,2005,4.215248
CRI,2006,4.278656
CRI,2007,4.34039
CRI,2008,4.40409
CRI,2009,4.469337
CRI,2010,4.533894
CRI,2011,4.592149
CRI,2012,4.65245893050581
CRI,2013,4.71316814141015
CRI,2014,4.77312993384446
CRI,2015,4.8322338134651
CRI,2016,4.89037945221625
CRI,2017,4.94748959332252
CRI,2018,5.00340195767213
CRI,2019,5.05800714721902
CRI,2020,5.11123821646865
CRI,2021,5.16303797091561
CRI,2022,5.21337367080593
LTU,1950,2.564799
LTU,1951,2.589206
LTU,1952,2.615039
LTU,1953,2.64191
LTU,1954,2.669862
LTU,1955,2.699047
LTU,1956,2.72975
LTU,1957,2.762994
LTU,1958,2.799007
LTU,1959,2.836501
LTU,1960,2.875684
LTU,1961,2.915625
LTU,1962,2.952461
LTU,1963,2.986531
LTU,1964,3.02046
LTU,1965,3.05298
LTU,1966,3.08415
LTU,1967,3.1152
LTU,1968,3.146346
LTU,1969,3.177837
LTU,1970,3.139689
LTU,1971,3.179041
LTU,1972,3.213622
LTU,1973,3.244438
LTU,1974,3.273894
LTU,1975,3.301652
LTU,1976,3.328664
LTU,1977,3.355036
LTU,1978,3.379514
LTU,1979,3.397842
LTU,1980,3.413202
LTU,1981,3.432947
LTU,1982,3.457179
LTU,1983,3.485192
LTU,1984,3.514205
LTU,1985,3.544543
LTU,1986,3.578914
LTU,1987,3.616367
LTU,1988,3.655049
LTU,1989,3.684255
LTU,1990,3.697838
LTU,1991,3.704134
LTU,1992,3.700114
LTU,1993,3.682613
LTU,1994,3.657144
LTU,1995,3.629102
LTU,1996,3.601613
LTU,1997,3.575137
LTU,1998,3.549331
LTU,1999,3.524237
LTU,2000,3.499534
LTU,2001,3.470818
LTU,2002,3.443067
LTU,2003,3.415213
LTU,2004,3.377075
LTU,2005,3.322528
LTU,2006,3.269909
LTU,2007,3.231294
LTU,2008,3.198231
LTU,2009,3.162916
LTU,2010,3.097282
LTU,2011,3.028115
LTU,2012,2.987773
LTU,2013,2.957689
LTU,2014,2.932367
LTU,2015,2.90491
LTU,2016,2.868231
LTU,2017,2.828403
LTU,2018,2.801543
LTU,2019,2.794137
LTU,2020,2.794885
LTU,2021,2.80838
LTU,2022,2.833
